"REF_DATE","GEO","DGUID","Household type including census family structure (11)","Household size (7)","Number of earners in household (6)","Ages of household members (18)","Household total income groups (22)","Year (2)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Manitoba","2021A000246","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","104.1.1.1.1.1.1","518050","","","","0"
"2021","Manitoba","2021A000246","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","104.1.1.1.1.1.2","489050","","","","0"
"2021","Manitoba","2021A000246","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","104.1.1.1.1.22.1","79500","","","","0"
"2021","Manitoba","2021A000246","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","104.1.1.1.1.22.2","73500","","","","0"
"2021","Manitoba","2021A000246","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","104.1.1.1.7.1.1","518050","","","","0"
"2021","Manitoba","2021A000246","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","104.1.1.1.7.1.2","489050","","","","0"
"2021","Manitoba","2021A000246","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","104.1.1.1.7.22.1","79500","","","","0"
"2021","Manitoba","2021A000246","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","104.1.1.1.7.22.2","73500","","","","0"
"2021","Manitoba","2021A000246","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","104.1.1.1.13.1.1","518050","","","","0"
"2021","Manitoba","2021A000246","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","104.1.1.1.13.1.2","489050","","","","0"
"2021","Manitoba","2021A000246","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","104.1.1.1.13.22.1","79500","","","","0"
"2021","Manitoba","2021A000246","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","104.1.1.1.13.22.2","73500","","","","0"
"2021","Brandon (CA), Man.","2021S0504610","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","105.1.1.1.1.1.1","22280","","","","0"
"2021","Brandon (CA), Man.","2021S0504610","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","105.1.1.1.1.1.2","21360","","","","0"
"2021","Brandon (CA), Man.","2021S0504610","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","105.1.1.1.1.22.1","77500","","","","0"
"2021","Brandon (CA), Man.","2021S0504610","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","105.1.1.1.1.22.2","73000","","","","0"
"2021","Brandon (CA), Man.","2021S0504610","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","105.1.1.1.7.1.1","22280","","","","0"
"2021","Brandon (CA), Man.","2021S0504610","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","105.1.1.1.7.1.2","21360","","","","0"
"2021","Brandon (CA), Man.","2021S0504610","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","105.1.1.1.7.22.1","77500","","","","0"
"2021","Brandon (CA), Man.","2021S0504610","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","105.1.1.1.7.22.2","73000","","","","0"
"2021","Brandon (CA), Man.","2021S0504610","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","105.1.1.1.13.1.1","22280","","","","0"
"2021","Brandon (CA), Man.","2021S0504610","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","105.1.1.1.13.1.2","21360","","","","0"
"2021","Brandon (CA), Man.","2021S0504610","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","105.1.1.1.13.22.1","77500","","","","0"
"2021","Brandon (CA), Man.","2021S0504610","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","105.1.1.1.13.22.2","73000","","","","0"
"2021","Portage la Prairie (CA), Man.","2021S0504607","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","106.1.1.1.1.1.1","5645","","","","0"
"2021","Portage la Prairie (CA), Man.","2021S0504607","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","106.1.1.1.1.1.2","5575","","","","0"
"2021","Portage la Prairie (CA), Man.","2021S0504607","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","106.1.1.1.1.22.1","69000","","","","0"
"2021","Portage la Prairie (CA), Man.","2021S0504607","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","106.1.1.1.1.22.2","63200","","","","0"
"2021","Portage la Prairie (CA), Man.","2021S0504607","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","106.1.1.1.7.1.1","5645","","","","0"
"2021","Portage la Prairie (CA), Man.","2021S0504607","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","106.1.1.1.7.1.2","5575","","","","0"
"2021","Portage la Prairie (CA), Man.","2021S0504607","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","106.1.1.1.7.22.1","69000","","","","0"
"2021","Portage la Prairie (CA), Man.","2021S0504607","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","106.1.1.1.7.22.2","63200","","","","0"
"2021","Portage la Prairie (CA), Man.","2021S0504607","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","106.1.1.1.13.1.1","5645","","","","0"
"2021","Portage la Prairie (CA), Man.","2021S0504607","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","106.1.1.1.13.1.2","5575","","","","0"
"2021","Portage la Prairie (CA), Man.","2021S0504607","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","106.1.1.1.13.22.1","69000","","","","0"
"2021","Portage la Prairie (CA), Man.","2021S0504607","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","106.1.1.1.13.22.2","63200","","","","0"
"2021","Steinbach (CA), Man.","2021S0504605","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","107.1.1.1.1.1.1","6835","","","","0"
"2021","Steinbach (CA), Man.","2021S0504605","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","107.1.1.1.1.1.2","6060","","","","0"
"2021","Steinbach (CA), Man.","2021S0504605","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","107.1.1.1.1.22.1","72500","","","","0"
"2021","Steinbach (CA), Man.","2021S0504605","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","107.1.1.1.1.22.2","66500","","","","0"
"2021","Steinbach (CA), Man.","2021S0504605","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","107.1.1.1.7.1.1","6835","","","","0"
"2021","Steinbach (CA), Man.","2021S0504605","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","107.1.1.1.7.1.2","6060","","","","0"
"2021","Steinbach (CA), Man.","2021S0504605","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","107.1.1.1.7.22.1","72500","","","","0"
"2021","Steinbach (CA), Man.","2021S0504605","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","107.1.1.1.7.22.2","66500","","","","0"
"2021","Steinbach (CA), Man.","2021S0504605","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","107.1.1.1.13.1.1","6835","","","","0"
"2021","Steinbach (CA), Man.","2021S0504605","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","107.1.1.1.13.1.2","6060","","","","0"
"2021","Steinbach (CA), Man.","2021S0504605","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","107.1.1.1.13.22.1","72500","","","","0"
"2021","Steinbach (CA), Man.","2021S0504605","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","107.1.1.1.13.22.2","66500","","","","0"
"2021","Thompson (CA), Man.","2021S0504640","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","108.1.1.1.1.1.1","4680","","","","0"
"2021","Thompson (CA), Man.","2021S0504640","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","108.1.1.1.1.1.2","4910","","","","0"
"2021","Thompson (CA), Man.","2021S0504640","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","108.1.1.1.1.22.1","96000","","","","0"
"2021","Thompson (CA), Man.","2021S0504640","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","108.1.1.1.1.22.2","104000","","","","0"
"2021","Thompson (CA), Man.","2021S0504640","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","108.1.1.1.7.1.1","4680","","","","0"
"2021","Thompson (CA), Man.","2021S0504640","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","108.1.1.1.7.1.2","4910","","","","0"
"2021","Thompson (CA), Man.","2021S0504640","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","108.1.1.1.7.22.1","96000","","","","0"
"2021","Thompson (CA), Man.","2021S0504640","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","108.1.1.1.7.22.2","104000","","","","0"
"2021","Thompson (CA), Man.","2021S0504640","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","108.1.1.1.13.1.1","4680","","","","0"
"2021","Thompson (CA), Man.","2021S0504640","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","108.1.1.1.13.1.2","4910","","","","0"
"2021","Thompson (CA), Man.","2021S0504640","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","108.1.1.1.13.22.1","96000","","","","0"
"2021","Thompson (CA), Man.","2021S0504640","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","108.1.1.1.13.22.2","104000","","","","0"
"2021","Winkler (CA), Man.","2021S0504603","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","109.1.1.1.1.1.1","11365","","","","0"
"2021","Winkler (CA), Man.","2021S0504603","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","109.1.1.1.1.1.2","10265","","","","0"
"2021","Winkler (CA), Man.","2021S0504603","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","109.1.1.1.1.22.1","75000","","","","0"
"2021","Winkler (CA), Man.","2021S0504603","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","109.1.1.1.1.22.2","70000","","","","0"
"2021","Winkler (CA), Man.","2021S0504603","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","109.1.1.1.7.1.1","11365","","","","0"
"2021","Winkler (CA), Man.","2021S0504603","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","109.1.1.1.7.1.2","10265","","","","0"
"2021","Winkler (CA), Man.","2021S0504603","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","109.1.1.1.7.22.1","75000","","","","0"
"2021","Winkler (CA), Man.","2021S0504603","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","109.1.1.1.7.22.2","70000","","","","0"
"2021","Winkler (CA), Man.","2021S0504603","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","109.1.1.1.13.1.1","11365","","","","0"
"2021","Winkler (CA), Man.","2021S0504603","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","109.1.1.1.13.1.2","10265","","","","0"
"2021","Winkler (CA), Man.","2021S0504603","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","109.1.1.1.13.22.1","75000","","","","0"
"2021","Winkler (CA), Man.","2021S0504603","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","109.1.1.1.13.22.2","70000","","","","0"
"2021","Winnipeg (CMA), Man.","2021S0503602","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","110.1.1.1.1.1.1","330325","","","","0"
"2021","Winnipeg (CMA), Man.","2021S0503602","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","110.1.1.1.1.1.2","308105","","","","0"
"2021","Winnipeg (CMA), Man.","2021S0503602","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","110.1.1.1.1.22.1","83000","","","","0"
"2021","Winnipeg (CMA), Man.","2021S0503602","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","110.1.1.1.1.22.2","76500","","","","0"
"2021","Winnipeg (CMA), Man.","2021S0503602","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","110.1.1.1.7.1.1","330325","","","","0"
"2021","Winnipeg (CMA), Man.","2021S0503602","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","110.1.1.1.7.1.2","308105","","","","0"
"2021","Winnipeg (CMA), Man.","2021S0503602","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","110.1.1.1.7.22.1","83000","","","","0"
"2021","Winnipeg (CMA), Man.","2021S0503602","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","110.1.1.1.7.22.2","76500","","","","0"
"2021","Winnipeg (CMA), Man.","2021S0503602","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","110.1.1.1.13.1.1","330325","","","","0"
"2021","Winnipeg (CMA), Man.","2021S0503602","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","110.1.1.1.13.1.2","308105","","","","0"
"2021","Winnipeg (CMA), Man.","2021S0503602","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","110.1.1.1.13.22.1","83000","","","","0"
"2021","Winnipeg (CMA), Man.","2021S0503602","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","110.1.1.1.13.22.2","76500","","","","0"
"2021","Saskatchewan","2021A000247","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","111.1.1.1.1.1.1","449585","","","","0"
"2021","Saskatchewan","2021A000247","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","111.1.1.1.1.1.2","432625","","","","0"
"2021","Saskatchewan","2021A000247","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","111.1.1.1.1.22.1","82000","","","","0"
"2021","Saskatchewan","2021A000247","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","111.1.1.1.1.22.2","82000","","","","0"
"2021","Saskatchewan","2021A000247","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","111.1.1.1.7.1.1","449585","","","","0"
"2021","Saskatchewan","2021A000247","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","111.1.1.1.7.1.2","432625","","","","0"
"2021","Saskatchewan","2021A000247","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","111.1.1.1.7.22.1","82000","","","","0"
"2021","Saskatchewan","2021A000247","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","111.1.1.1.7.22.2","82000","","","","0"
"2021","Saskatchewan","2021A000247","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","111.1.1.1.13.1.1","449585","","","","0"
"2021","Saskatchewan","2021A000247","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","111.1.1.1.13.1.2","432625","","","","0"
"2021","Saskatchewan","2021A000247","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","111.1.1.1.13.22.1","82000","","","","0"
"2021","Saskatchewan","2021A000247","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","111.1.1.1.13.22.2","82000","","","","0"
"2021","Estevan (CA), Sask.","2021S0504750","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","112.1.1.1.1.1.1","5340","","","","0"
"2021","Estevan (CA), Sask.","2021S0504750","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","112.1.1.1.1.1.2","5515","","","","0"
"2021","Estevan (CA), Sask.","2021S0504750","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","112.1.1.1.1.22.1","96000","","","","0"
"2021","Estevan (CA), Sask.","2021S0504750","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","112.1.1.1.1.22.2","108000","","","","0"
"2021","Estevan (CA), Sask.","2021S0504750","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","112.1.1.1.7.1.1","5340","","","","0"
"2021","Estevan (CA), Sask.","2021S0504750","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","112.1.1.1.7.1.2","5515","","","","0"
"2021","Estevan (CA), Sask.","2021S0504750","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","112.1.1.1.7.22.1","96000","","","","0"
"2021","Estevan (CA), Sask.","2021S0504750","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","112.1.1.1.7.22.2","108000","","","","0"
"2021","Estevan (CA), Sask.","2021S0504750","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2020","","0","units","0","","112.1.1.1.13.1.1","5340","","","","0"
"2021","Estevan (CA), Sask.","2021S0504750","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Total - Total income of households","2015","","0","units","0","","112.1.1.1.13.1.2","5515","","","","0"
"2021","Estevan (CA), Sask.","2021S0504750","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2020","","0","units","0","","112.1.1.1.13.22.1","96000","","","","0"
"2021","Estevan (CA), Sask.","2021S0504750","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 65 years and over","Median total income of household ($)","2015","","0","units","0","","112.1.1.1.13.22.2","108000","","","","0"
"2021","Moose Jaw (CA), Sask.","2021S0504715","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2020","","0","units","0","","113.1.1.1.1.1.1","15215","","","","0"
"2021","Moose Jaw (CA), Sask.","2021S0504715","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Total - Total income of households","2015","","0","units","0","","113.1.1.1.1.1.2","15010","","","","0"
"2021","Moose Jaw (CA), Sask.","2021S0504715","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2020","","0","units","0","","113.1.1.1.1.22.1","75500","","","","0"
"2021","Moose Jaw (CA), Sask.","2021S0504715","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 5 years","Median total income of household ($)","2015","","0","units","0","","113.1.1.1.1.22.2","75000","","","","0"
"2021","Moose Jaw (CA), Sask.","2021S0504715","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2020","","0","units","0","","113.1.1.1.7.1.1","15215","","","","0"
"2021","Moose Jaw (CA), Sask.","2021S0504715","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Total - Total income of households","2015","","0","units","0","","113.1.1.1.7.1.2","15010","","","","0"
"2021","Moose Jaw (CA), Sask.","2021S0504715","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2020","","0","units","0","","113.1.1.1.7.22.1","75500","","","","0"
"2021","Moose Jaw (CA), Sask.","2021S0504715","Total – Household type including census family structure","Total - Households by household size","Total - Number of earners in household","Total - Households by number of persons aged 0 to 17 years","Median total income of household ($)","2015","","0","units","0","","113.1.1.1.7.22.2","75000","","","","0"
